	Pāli Root	Grp	Root Meaning	Family
1590	√pat	1	fall	ati √pat
1591	√pat	1	fall	ava √pat
1592	√pat	1	fall	ni √pat
1593	√pat	1	fall	pa √pat
1594	√pat	1	fall	pari √pat
1595	√pat	1	fall	saṃ ni √pat
1596	√pat	1	fall	saṃ √pat
1597	√pat	1	fall	ud √pat
1598	√pat	1	fall	upa √pat
1599	√pat	1	fall	vi ati √pat
1600	√pat	1	fall	vi ni √pat
1601	√pat	1	fall	ā √pat
1602	√pat	1	fall	√pat
1603	√pat	3	command, control	adhi √pat
1604	√pat	3	command, control	√pat
1605	√path	1	expand	√path
1606	√path	1	go, move	vi ā √path
1607	√path	1	go, move	√path
1608	√pañc	8	expand, spread	pa √pañc
1609	√pañc	8	expand, spread	vi √pañc
1610	√pañh	1	ask, question	pari √pañh
1611	√pañh	1	ask, question	√pañh
1612	√paṇ	1	trade, barter	ā √paṇ
1613	√paṇ	1	trade, barter	√paṇ
1614	√paṭ	1	go	pati √paṭ
1615	√paṭ	1	go	ud √paṭ
1616	√paṭ	1	split, tear	pa √paṭ
1617	√paṭ	1	split, tear	pari √paṭ
1618	√paṭ	1	split, tear	ud √paṭ
1619	√paṭ	1	split, tear	vi √paṭ
1620	√paṭ	8	wrap	√paṭ
1621	√paṭh	1	read, recite	√paṭh
1622	√phal	1	fruit, ripen	√phal
1623	√phal	1	split open	vi √phal
1624	√phal	1	split open	√phal
1625	√phand	1	shake, quiver	pari √phand
1626	√phand	1	shake, quiver	vi √phand
1627	√phand	1	shake, quiver	√phand
1628	√phar	1	suffuse, pervade	anu √phar
1629	√phar	1	suffuse, pervade	pari √phar
1630	√phar	1	suffuse, pervade	pati √phar
1631	√phar	1	suffuse, pervade	vi √phar
1632	√phar	1	suffuse, pervade	√phar
1633	√phaṇ	1	skim	√phaṇ
1634	√phull	1	expand, bloom	pari √phull
1635	√phull	1	expand, bloom	saṃ √phull
1636	√phull	1	expand, bloom	√phull
1637	√phus	1	sprinkle, splash	pari √phus
1638	√phus	1	sprinkle, splash	√phus
1639	√phus	1	touch	saṃ √phus
1640	√phus	1	touch	ā √phus
1641	√phus	1	touch	√phus
1642	√phuṭ	1	swell, burst	saṃ √phuṭ
1643	√phuṭ	1	swell, burst	√phuṭ
1644	√phuṭ	8	beat, smash	ni √phuṭ
1645	√phuṭ	8	beat, smash	pa √phuṭ
1646	√phuṭ	8	beat, smash	ā √phuṭ
1647	√phā	1	swell, get fat	√phā
1648	√pih	8	desire, envy	√pih
1649	√pis	2	grind, hurt	pati √pis
1650	√pis	2	grind, hurt	√pis
1651	√pis	8	send	anu √pis
1652	√pis	8	send	pati √pis
1653	√pis	8	send	√pis
1654	√pis	8	speak ill	nī √pis
1655	√pis	8	speak ill	√pis
1656	√piṇḍ	8	collect	saṃ √piṇḍ
1657	√piṇḍ	8	collect	√piṇḍ
1658	√piṭ	1	collect	√piṭ
1659	√plu	1	float, swim	ava √plu
1660	√plu	1	float, swim	ni √plu
1661	√plu	1	float, swim	pari √plu
1662	√plu	1	float, swim	saṃ √plu
1663	√plu	1	float, swim	ud √plu
1664	√plu	1	float, swim	√plu
1665	√plu	1	spring, swing	pari √plu
1666	√plu	1	spring, swing	√plu
1667	√pu	5	purify, cleanse	ava √pu
1668	√pu	5	purify, cleanse	√pu
1669	√pucch	1	ask, question	abhi √pucch
1670	√pucch	1	ask, question	anu √pucch
1671	√pucch	1	ask, question	pari √pucch
1672	√pucch	1	ask, question	pati √pucch
1673	√pucch	1	ask, question	saṃ √pucch
1674	√pucch	1	ask, question	ā √pucch
1675	√pucch	1	ask, question	√pucch
1676	√pul	8	increase	vi √pul
1677	√pupph	1	flower, expand	pa √pupph
1678	√pupph	1	flower, expand	saṃ √pupph
1679	√pupph	1	flower, expand	√pupph
1680	√pus	1	nourish, take care	anu √pos
1681	√pus	1	nourish, take care	√pus
1682	√puth	1	expand	√puth
1683	√puth	8	beat, hurt	ni √phut
1684	√puth	8	beat, hurt	pa √phut
1685	√puth	8	beat, hurt	ud √puth
1686	√puth	8	beat, hurt	ā √puth
1687	√puth	8	beat, hurt	√puth
1688	√puñch	1	wipe	√puñch
1689	√puṇ	1	be skilful, precise	ni √puṇ
1690	√puṇ	1	be skilful, precise	√puṇ
1691	√puṭ	1	wrap, envelop	√puṭ
1692	√pā	1	drink	ava √pā
1693	√pā	1	drink	pa √pā
1694	√pā	1	drink	ā √pā
1695	√pā	1	drink	√pā
1696	√pā	1	protect, guard	√pā
1697	√pāl	8	protect	abhi √pāl
1698	√pāl	8	protect	anu √pāl
1699	√pāl	8	protect	pari √pāl
1700	√pāl	8	protect	√pāl
1701	√pāy	1	increase	ā √pāy
1702	√pī	5	love, please	saṃ √pī
1703	√pī	5	love, please	√pī
1704	√pīḷ	8	press, crush	abhi nī √pīḷ
1705	√pīḷ	8	press, crush	abhi √pīḷ
1706	√pīḷ	8	press, crush	ava √pīḷ
1707	√pīḷ	8	press, crush	nī √pīḷ
1708	√pīḷ	8	press, crush	pari √pīḷ
1709	√pīḷ	8	press, crush	pati √pīḷ
1710	√pīḷ	8	press, crush	saṃ √pīḷ
1711	√pīḷ	8	press, crush	ud √pīḷ
1712	√pīḷ	8	press, crush	upa √pīḷ
1713	√pīḷ	8	press, crush	√pīḷ
1714	√pūj	8	honour, venerate	pati √pūj
1715	√pūj	8	honour, venerate	saṃ √pūj
1716	√pūj	8	honour, venerate	√pūj
1717	√pūr	1	fill, fulfil	abhi √pūr
1718	√pūr	1	fill, fulfil	pari √pūr
1719	√pūr	1	fill, fulfil	saṃ √pūr
1720	√pūr	1	fill, fulfil	ā √pūr
1721	√pūr	1	fill, fulfil	√pūr
1722	√pūy	1	rot, fester	√pūy
1723	√rabh	1	be aroused, violent	saṃ ā √rabh
1724	√rabh	1	be aroused, violent	saṃ √rabh
1725	√rabh	1	be aroused, violent	upa ā √rabh
1726	√rabh	1	be aroused, violent	vi √rabh
1727	√rabh	1	be aroused, violent	ā √rabh
1728	√rabh	1	begin	ati ā √rabh
1729	√rabh	1	begin	saṃ ā √rabh
1730	√rabh	1	begin	vi ā √rabh
1731	√rabh	1	begin	ā √rabh
1732	√rah	1	leave, desert	vi √rah
1733	√rah	1	leave, desert	√rah
1734	√raj	1	colour	vi √raj
1735	√raj	1	colour	ā √raj
1736	√raj	1	colour	√raj
1737	√raj	3	desire	abhi vi √raj
1738	√raj	3	desire	abhi √raj
1739	√raj	3	desire	anu √raj
1740	√raj	3	desire	saṃ √raj
1741	√raj	3	desire	vi √raj
1742	√raj	3	desire	√raj
1743	√rakkh	1	protect	abhi √rakkh
1744	√rakkh	1	protect	anu √rakkh
1745	√rakkh	1	protect	pa √rakkh
1746	√rakkh	1	protect	pari √rakkh
1747	√rakkh	1	protect	saṃ √rakkh
1748	√rakkh	1	protect	ā √rakkh
1749	√rakkh	1	protect	√rakkh
1750	√ram	1	delight, please	abhi √ram
1751	√ram	1	delight, please	ava √ram
1752	√ram	1	delight, please	ā √ram
1753	√ram	1	delight, please	√ram
1754	√ram	1	stop, abstain	pati vi √ram
1755	√ram	1	stop, abstain	upa √ram
1756	√ram	1	stop, abstain	vi √ram
1757	√ram	1	stop, abstain	ā √ram
1758	√randh	1	hurt, wound	√randh
1759	√ras	1	taste	√ras
1760	√rañj	1	dye, desire	anu √rañj
1761	√rañj	1	dye, desire	√rañj
1762	√rañj	1	scratch	abhi √raj
1763	√raṇ	1	conflict, make war	√raṇ
1764	√ric	2	empty	ati √ric
1765	√ric	2	empty	pa √ric
1766	√ric	2	empty	vi √ric
1767	√ric	2	empty	√ric
1768	√ris	1	hurt	√ris
1769	√ru	1	cry, howl	abhi √ru
1770	√ru	1	cry, howl	vi √ru
1771	√ru	1	cry, howl	√ru
1772	√ruc	1	shine, like	abhi √ruc
1773	√ruc	1	shine, like	ati √ruc
1774	√ruc	1	shine, like	vi √ruc
1775	√ruc	1	shine, like	ā √ruc
1776	√ruc	1	shine, like	√ruc
1777	√rud	1	cry	anu √rud
1778	√rud	1	cry	pa √rud
1779	√rud	1	cry	ā √rud
1780	√rud	1	cry	√rud
1781	√rudh	2	obstruct	ava √rudh
1782	√rudh	2	obstruct	ni √rudh
1783	√rudh	2	obstruct	pari √rudh
1784	√rudh	2	obstruct	pati vi √rudh
1785	√rudh	2	obstruct	upa √rudh
1786	√rudh	2	obstruct	vi ā √rudh
1787	√rudh	2	obstruct	vi √rudh
1788	√rudh	2	obstruct	√rudh
1789	√rudh	3	please, accept	anu √rudh
1790	√ruh	1	ascend, grow	abhi ni √ruh
1791	√ruh	1	ascend, grow	abhi √ruh
1792	√ruh	1	ascend, grow	adhi ā √ruh
1793	√ruh	1	ascend, grow	ava √ruh
1794	√ruh	1	ascend, grow	ni √ruh
1795	√ruh	1	ascend, grow	pa √ruh
1796	√ruh	1	ascend, grow	pati ava √ruh
1797	√ruh	1	ascend, grow	pati vi √ruh
1798	√ruh	1	ascend, grow	pati ā √ruh
1799	√ruh	1	ascend, grow	saṃ ā √ruh
1800	√ruh	1	ascend, grow	saṃ √ruh
1801	√ruh	1	ascend, grow	ud √ruh
1802	√ruh	1	ascend, grow	vi ava √ruh
1803	√ruh	1	ascend, grow	vi √ruh
1804	√ruh	1	ascend, grow	ā √ruh
1805	√ruh	1	ascend, grow	√ruh
1806	√ruj	1	hurt, be painful	√ruj
1807	√rup	3	be broken apart, hurt	√rup
1808	√rus	1	be angry	pati √rus
1809	√rus	1	be angry	vi ā √rus
1810	√rus	1	be angry	√rus
1811	√rādh	3	hurt	apa √radh
1812	√rādh	3	succeed, please	abhi √rādh
1813	√rādh	3	succeed, please	apa √rādh
1814	√rādh	3	succeed, please	vi √rādh
1815	√rādh	3	succeed, please	ā √rādh
1816	√rāj	1	rule, shine	adhi √rāj
1817	√rāj	1	rule, shine	upa √rāj
1818	√rāj	1	rule, shine	vi √rāj
1819	√rāj	1	rule, shine	√rāj
1820	√rūp	8	form, produce	pati √rūp
1821	√rūp	8	form, produce	vi √rūp
1822	√rūp	8	form, produce	√rūp
1823	√sad	1	sink, sit, settle	abhi ni √sad
1824	√sad	1	sink, sit, settle	abhi pa √sad
1825	√sad	1	sink, sit, settle	apa √sad
1826	√sad	1	sink, sit, settle	ati ā √sad
1827	√sad	1	sink, sit, settle	ava √sad
1828	√sad	1	sink, sit, settle	ni √sad
1829	√sad	1	sink, sit, settle	pa ā √sad
1830	√sad	1	sink, sit, settle	pa √sad
1831	√sad	1	sink, sit, settle	pari √sad
1832	√sad	1	sink, sit, settle	saṃ ni √sad
1833	√sad	1	sink, sit, settle	saṃ pa √sad
1834	√sad	1	sink, sit, settle	saṃ √sad
1835	√sad	1	sink, sit, settle	ud √sad
1836	√sad	1	sink, sit, settle	upa ni √sad
1837	√sad	1	sink, sit, settle	vi pa √sad
1838	√sad	1	sink, sit, settle	vi √sad
1839	√sad	1	sink, sit, settle	ā ni √sad
1840	√sad	1	sink, sit, settle	ā √sad
1841	√sad	1	sink, sit, settle	√sad
1842	√sadd	8	sound	√sadd
1843	√sah	1	be able	ud √sah
1844	√sah	1	be able	vi √sah
1845	√sah	1	be able	√sah
1846	√sah	1	overcome, prevail	abhi ud √sah
1847	√sah	1	overcome, prevail	pa √sah
1848	√sah	1	overcome, prevail	pari √sah
1849	√sah	1	overcome, prevail	saṃ ud √sah
1850	√sah	1	overcome, prevail	ud √sah
1851	√sah	1	overcome, prevail	vi √sah
1852	√sah	1	overcome, prevail	√sah
1853	√saj	1	embrace	pari √saj
1854	√saj	1	embrace	√saj
1855	√saj	1	relinquish, let loose	ava √saj
1856	√saj	1	relinquish, let loose	ni ā √saj
1857	√saj	1	relinquish, let loose	nī √saj
1858	√saj	1	relinquish, let loose	saṃ √saj
1859	√saj	1	relinquish, let loose	vi ava √saj
1860	√saj	1	relinquish, let loose	√saj
1861	√saj	3	stick, cling	abhi √saj
1862	√saj	3	stick, cling	ava √saj
1863	√saj	3	stick, cling	saṃ √saj
1864	√saj	3	stick, cling	vi ā √saj
1865	√saj	3	stick, cling	vi √saj
1866	√saj	3	stick, cling	ā √saj
1867	√saj	3	stick, cling	√saj
1868	√sajj	1	relinquish, let loose	abhi √sajj
1869	√sajj	1	relinquish, let loose	ava √sajj
1870	√sajj	1	relinquish, let loose	nī √sajj
1871	√sajj	1	relinquish, let loose	pati nī √sajj
1872	√sajj	1	relinquish, let loose	ud √sajj
1873	√sajj	1	relinquish, let loose	upa √sajj
1874	√sajj	1	relinquish, let loose	vi ava √sajj
1875	√sajj	1	relinquish, let loose	vi √sajj
1876	√sajj	8	prepare, decorate	√sajj
1877	√sak	4	be able, powerful	√sak
1878	√sakk	1	move	abhi ud √sakk
1879	√sakk	1	move	anu pari √sakk
1880	√sakk	1	move	anu √sakk
1881	√sakk	1	move	apa √sakk
1882	√sakk	1	move	ava √sakk
1883	√sakk	1	move	nī √sakk
1884	√sakk	1	move	pari √sakk
1885	√sakk	1	move	pati ava √sakk
1886	√sakk	1	move	√sakk
1887	√sam	3	be calm, tired	abhi √sam
1888	√sam	3	be calm, tired	ni √sam
1889	√sam	3	be calm, tired	pati √sam
1890	√sam	3	be calm, tired	saṃ √sam
1891	√sam	3	be calm, tired	upa √sam
1892	√sam	3	be calm, tired	vi upa √sam
1893	√sam	3	be calm, tired	vi √sam
1894	√sam	3	be calm, tired	ā √sam
1895	√sam	3	be calm, tired	√sam
1896	√sam	3	exert, strive	vi √sam
1897	√sam	3	exert, strive	√sam
1898	√sambh	1	be calm, confident	pa √sambh
1899	√sambh	1	be calm, confident	pati pa √sambh
1900	√sambh	4	reach, attain	abhi √sambh
1901	√san	1	like, love	√san
1902	√sand	1	flow	abhi √sand
1903	√sand	1	flow	anu √sand
1904	√sand	1	flow	nī √sand
1905	√sand	1	flow	pari √sand
1906	√sand	1	flow	saṃ √sand
1907	√sand	1	flow	vi √sand
1908	√sand	1	flow	ā √sand
1909	√sand	1	flow	√sand
1910	√sap	1	curse	abhi √sap
1911	√sap	1	curse	ā √sap
1912	√sap	1	curse	√sap
1913	√sapp	1	crawl	pari √sapp
1914	√sapp	1	crawl	saṃ √sapp
1915	√sapp	1	crawl	vi √sapp
1916	√sapp	1	crawl	ā √sapp
1917	√sapp	1	crawl	√sapp
1918	√sar	1	go, flow	abhi nī √sar
1919	√sar	1	go, flow	abhi pa √sar
1920	√sar	1	go, flow	abhi √sar
1921	√sar	1	go, flow	anu √sar
1922	√sar	1	go, flow	ati √sar
1923	√sar	1	go, flow	ava √sar
1924	√sar	1	go, flow	nī √sar
1925	√sar	1	go, flow	pa √sar
1926	√sar	1	go, flow	pati ā √sar
1927	√sar	1	go, flow	pati √sar
1928	√sar	1	go, flow	saṃ ava √sar
1929	√sar	1	go, flow	saṃ pa √sar
1930	√sar	1	go, flow	saṃ √sar
1931	√sar	1	go, flow	ud √sar
1932	√sar	1	go, flow	vi ati √sar
1933	√sar	1	go, flow	vi √sar
1934	√sar	1	go, flow	ā √sar
1935	√sar	1	go, flow	√sar
1936	√sar	1	hurt, injure	√sar
1937	√sar	1	make sound	√sar
1938	√sar	1	remember	anu √sar
1939	√sar	1	remember	apa √sar
1940	√sar	1	remember	pati √sar
1941	√sar	1	remember	saṃ anu √sar
1942	√sar	1	remember	vi pati √sar
1943	√sar	1	remember	vi √sar
1944	√sar	1	remember	√sar
1945	√sar	1	shine	√sar
1946	√sas	1	breath	pa √sas
1947	√sas	1	breath	saṃ vi √sas
1948	√sas	1	breath	saṃ ā √sas
1949	√sas	1	breath	vi √sas
1950	√sas	1	breath	ā √sas
1951	√sas	1	breath	√sas
1952	√sas	1	slaughter	√sas
1953	√sañj	1	clasp, embrace	abhi √sañj
1954	√sañj	1	clasp, embrace	pa √sañj
1955	√sañj	1	clasp, embrace	ud √sañj
1956	√sañj	1	clasp, embrace	ā √sañj
1957	√sañj	1	clasp, embrace	√sañj
1958	√saṃk	1	doubt	pari √saṃk
1959	√saṃk	1	doubt	pati √saṃk
1960	√saṃk	1	doubt	ud √saṃk
1961	√saṃk	1	doubt	ā √saṃk
1962	√saṃk	1	doubt	√saṃk
1963	√saṃs	1	proclaim, praise	pa √saṃs
1964	√saṃs	1	proclaim, praise	ā ni √saṃs
1965	√saṃs	1	proclaim, praise	√saṃs
1966	√saṃs	1	wish, desire	ā √saṃs
1967	√saṇ	1	make sound	√saṇ
1968	√saṭh	1	deceive	√saṭh
1969	√sev	1	serve, associate	ni √sev
1970	√sev	1	serve, associate	pati √sev
1971	√sev	1	serve, associate	saṃ √sev
1972	√sev	1	serve, associate	upa ni √sev
1973	√sev	1	serve, associate	upa √sev
1974	√sev	1	serve, associate	ā √sev
1975	√sev	1	serve, associate	√sev
1976	√si	1	depend on, associate with	apa √si
1977	√si	1	depend on, associate with	ava √si
1978	√si	1	depend on, associate with	ni √si
1979	√si	1	depend on, associate with	saṃ ni √si
1980	√si	1	depend on, associate with	saṃ ud √si
1981	√si	1	depend on, associate with	ud √si
1982	√si	1	depend on, associate with	upa ni √si
1983	√si	1	depend on, associate with	upa √si
1984	√si	1	depend on, associate with	√si
1985	√si	1	smile	√si
1986	√si	4	sharpen	ni √si
1987	√si	5	bind	pa √si
1988	√si	5	bind	ud √si
1989	√si	5	bind	vi √si
1990	√si	5	bind	√si
1991	√sic	2	sprinkle, pour	abhi √sic
1992	√sic	2	sprinkle, pour	ava √sic
1993	√sic	2	sprinkle, pour	pari √sic
1994	√sic	2	sprinkle, pour	ud √sic
1995	√sic	2	sprinkle, pour	upa √sic
1996	√sic	2	sprinkle, pour	vi ā √sic
1997	√sic	2	sprinkle, pour	ā √sic
1998	√sic	2	sprinkle, pour	√sic
1999	√sid	1	be cool	√sid
2000	√sid	3	sweat, steam	pari √sid
2001	√sid	3	sweat, steam	√sid
2002	√sidh	1	prevent, prohibit	ni √sidh
2003	√sidh	1	prevent, prohibit	pati √sidh
2004	√sidh	3	be accomplished	√sidh
2005	√sikkh	1	learn, train	anu √sikkh
2006	√sikkh	1	learn, train	√sikkh
2007	√silis	3	embrace, cling	upa √silis
2008	√silis	3	embrace, cling	√silis
2009	√silok	1	be famous	√silok
2010	√sinā	1	bathe	√sinā
2011	√sis	8	remain, distinguish	ava √sis
2012	√sis	8	remain, distinguish	pari √sis
2013	√sis	8	remain, distinguish	vi √sis
2014	√sis	8	remain, distinguish	√sis
2015	√sit	1	be white	√sit
2016	√siv	3	sew	pa √siv
2017	√siv	3	sew	saṃ √siv
2018	√siv	3	sew	vi √siv
2019	√siv	3	sew	√siv
2020	√siv	3	warm	vi √siv
2021	√siṃs	1	hope, wish	pati ā √siṃs
2022	√siṃs	1	hope, wish	ā √siṃs
2023	√siṅgh	1	sniff, smell	upa √siṅgh
2024	√siṅgh	1	sniff, smell	√siṅgh
2025	√snih	3	love, be moist	√snih
2026	√su	1	extract, distil	√su
2027	√su	1	flow	abhi √su
2028	√su	1	flow	anu ā √su
2029	√su	1	flow	anu √su
2030	√su	1	flow	ava √su
2031	√su	1	flow	nī √su
2032	√su	1	flow	pa √su
2033	√su	1	flow	pari √su
2034	√su	1	flow	ā √su
2035	√su	1	flow	√su
2036	√su	1	generate, beget	√su
2037	√su	4	hear	anu √su
2038	√su	4	hear	pati √su
2039	√su	4	hear	upa √su
2040	√su	4	hear	ā √su
2041	√su	4	hear	√su
2042	√subh	1	shine, adorn	saṃ upa √subh
2043	√subh	1	shine, adorn	upa √subh
2044	√subh	1	shine, adorn	√subh
2045	√suc	1	be pure, bright	vi √suc
2046	√suc	1	be pure, bright	√suc
2047	√suc	1	grieve	anu √suc
2048	√suc	1	grieve	pari √suc
2049	√suc	1	grieve	vi √suc
2050	√suc	1	grieve	√suc
2051	√sudh	3	be pure	pari √sudh
2052	√sudh	3	be pure	saṃ √sudh
2053	√sudh	3	be pure	vi √sudh
2054	√sudh	3	be pure	√sudh
2055	√sukh	1	please, be comfortable	√sukh
2056	√sumbh	1	throw, strike	upa √sumbh
2057	√sumbh	1	throw, strike	ā √sumbh
2058	√sup	1	lie down, sleep	√sup
2059	√sur	1	shine, be supreme	pati √sur
2060	√sur	1	shine, be supreme	ud √sur
2061	√sur	1	shine, be supreme	√sur
2062	√sus	3	dry, wither	ava √sus
2063	√sus	3	dry, wither	pari √sus
2064	√sus	3	dry, wither	ud √sus
2065	√sus	3	dry, wither	upa √sus
2066	√sus	3	dry, wither	vi √sus
2067	√sus	3	dry, wither	√sus
2068	√sā	1	complete, accomplish	adhi ava √sā
2069	√sā	1	complete, accomplish	ava √sā
2070	√sā	1	complete, accomplish	pari ava √sā
2071	√sā	1	complete, accomplish	vi ava √sā
2072	√sā	1	complete, accomplish	√sā
2073	√sād	1	taste, relish	ā √sād
2074	√sād	1	taste, relish	√sād
2075	√sādh	3	accomplish	pa √sādh
2076	√sādh	3	accomplish	√sādh
2077	√sās	1	teach, instruct	anu √sās
2078	√sās	1	teach, instruct	pa √sās
2079	√sās	1	teach, instruct	saṃ anu √sās
2080	√sās	1	teach, instruct	vi ava √sās
2081	√sās	1	teach, instruct	√sās
2082	√sāy	1	taste	pati √sāy
2083	√sāy	1	taste	√sāy
2084	√sī	1	lie, sleep	adhi ā √si
2085	√sī	1	lie, sleep	adhi √sī
2086	√sī	1	lie, sleep	anu √sī
2087	√sī	1	lie, sleep	saṃ anu √sī
2088	√sī	1	lie, sleep	saṃ √sī
2089	√sī	1	lie, sleep	upa √sī
2090	√sī	1	lie, sleep	vi √sī
2091	√sī	1	lie, sleep	ā √sī
2092	√sī	1	lie, sleep	√sī
2093	√sīl	1	conduct oneself	adhi √sīl
2094	√sīl	1	conduct oneself	√sīl
2095	√tacch	1	cut, chop	vi pa √tacch
2096	√tacch	1	cut, chop	vi √tacch
2097	√tacch	1	cut, chop	√tacch
2098	√tajj	8	frighten, threaten	saṃ √tajj
2099	√tajj	8	frighten, threaten	√tajj
2100	√takk	8	think	anu vi √takk
2101	√takk	8	think	pa vi √takk
